Defter;Place of origin;Migration;location_1;latitude_1;longitude_1;date_hijri_1;date_gregorian_1;location_2;latitude_2;longitude_2;date_hijri_2;date_gregorian_2;location_3;latitude_3;longitude_3;date_hijri_3;date_gregorian_3;location_4;latitude_4;longitude_4;date_hijri_4;date_gregorian_4;location_5;latitude_5;longitude_5;date_hijri_5;date_gregorian_5;location_6;latitude_6;longitude_6;date_hijri_6;date_gregorian_6;location_7;latitude_7;longitude_7;date_hijri_7;date_gregorian_7;location_8;latitude_8;longitude_8;date_hijri_8;date_gregorian_8;location_9;latitude_9;longitude_9;date_hijri_9;date_gregorian_9;location_10;latitude_10;longitude_10;date_hijri_10;date_gregorian_10;location_11;latitude_11;longitude_11;date_hijri_11;date_gregorian_11;location_12;latitude_12;longitude_12;date_hijri_12;date_gregorian_12;location_13;latitude_13;longitude_13;date_hijri_13;date_gregorian_13;location_14;latitude_14;longitude_14;date_hijri_14;date_gregorian_14
Defter 5357;Ohri;reft vilayet, 26 N. 1263;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;26 N. 1263;08/20/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5358;Ohri;reft vilayet, 24.Za.1265;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;24.Za.1265;10/14/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5359;Ohri;reft memleket, 28 R. 1262;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;28 R. 1262;05/28/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5360;Ohri;reft vilayet, 25 M. 1265;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;25 M. 1265;12/28/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5361;Ohri;reft vilayet, 29 N. 1263;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;29 N. 1263;08/23/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5362;Ohri;reft vilayet, 25 N. 1262;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;25 N. 1262;08/16/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5365;Ohri;Reft Memleket, 25 Ş. 1264;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;25 Ş. 1264;07/20/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5366;Ohri;reft vilayet, 11 L. 1263;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;11 L. 1263;09/06/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5367;Ohri;reft, 23.Ş.1263;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;23.Ş.1263;07/18/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5370;Ohri;reft vilayet, 16 L. 1262;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;16 L. 1262;10/07/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5371;Ohrili;reft vilayet, 12 Za. 1265;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;12 Za. 1265;10/02/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5372;Ohrili;reft memleket, 25.Ra.1264;Tatavla;41,06;28,98;;;Ohrili;41,12;20,8;25.Ra.1264;02/28/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5374;Bursa;reft vilayet, 28 C. 1263;Tatavla;41,06;28,98;;;Bursa;40,18;29,06;28 C. 1263;05/28/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5375;Manastır;reft vilayet, 3 B. 1264;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;3 B. 1264;06/06/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5376;Ohri;reft vilayet, 1.Z.1263;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;1.Z.1263;11/25/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5377;Pirlepe;reft vilayet, 3 B. 1262;Tatavla;41,06;28,98;;;Pirlepe;41,34;21,55;3 B. 1262;06/06/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5379;Kalkandelen;reft, 8 R. 1263;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;8 R. 1263;02/10/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5380;Kalkandelen;reft vilayet, 27.Ra.1262;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;27.Ra.1262;02/28/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5381;Kızanlık;reft memleket, 19.C.1263;Tatavla;41,06;28,98;;;Kızanlık;42,62;25,39;19.C.1263;05/19/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5383;Ohri;reft vilayet, 13 N. 1263;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;13 N. 1263;07/18/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5384;Prespe;bu dahi,;Tatavla;41,06;28,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5385;Ohri;reft memleket, 8 B. 1268;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;8 B. 1268;05/01/1852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5389;Argirili;Ankara, 18 B. 1262;Tatavla;41,06;28,98;;;Ankara;39,93;32,85;18 B. 1262;06/21/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5390;Argirili;Kudüsi Şerif, 13 S. 1269;Tatavla;41,06;28,98;;;Kudüsi Şerif;31,77;35,22;13 S. 1269;12/10/1852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5391;Yanyalı;reft, 'memleket,;Tatavla;41,06;28,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5392;Argiri;reft vilayet, 3 R. 1264;Tatavla;41,06;28,98;;;Argiri;39,35;20,85;3 R. 1264;01/31/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5393;Pogon;reft memleket, Z.1267;Tatavla;41,06;28,98;;;Pogon;39,92;20,35;Z.1267;10/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5394;Pogon;reft memleket, 26 S. 1272;Tatavla;41,06;28,98;;;Pogon;39,92;20,35;26 S. 1272;10/31/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5405;Asitane;"Silivri, 4 R. 1260; amedşod, 15 N. 1261";Tatavla;41,06;28,98;;;Silivri;41,07;28,25;4 R. 1260;04/18/1844;Tatavla;41,06;28,98;15 N. 1261;09/23/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5406;Asitane;"Girid, 5.Ca.1269; amed, 16.S.1270";Tatavla;41,06;28,98;;;Girid;35,24;24,81;5.Ca.1269;02/06/1853;Tatavla;41,06;28,98;16.S.1270;11/21/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5408;Asitane;Silivri, 23 L. 1266;Tatavla;41,06;28,98;;;Silivri;41,07;28,25;23 L. 1266;09/15/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5410;;"Mudanya, 10 C. 1265; Amed, 11 Ş. 1265";Tatavla;41,06;28,98;;;Mudanya;40,37;28,88;10 C. 1265;04/14/1849;Tatavla;41,06;28,98;11 Ş. 1265;07/25/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5412;Kuluri [Ağriboz];reft Kalos, 3.Za.1265;Tatavla;41,06;28,98;;;Kalos;38,37;23,43;3.Za.1265;09/06/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5414;Silivri;"Silivri, 18 N. 1265; Amed, 13 B. 1266";Tatavla;41,06;28,98;;;Silivri;41,07;28,25;18 N. 1265;08/01/1849;Tatavla;41,06;28,98;13 B. 1266;06/28/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5418;Yenice;"Hocabey, 4 B. 1268; amedşod, 24 M. 1270";Tatavla;41,06;28,98;;;Hocabey;45,42;28,05;4 B. 1268;05/10/1852;Tatavla;41,06;28,98;24 M. 1270;10/30/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5432;Asitane;Varna, 12 C. 1270;Tatavla;41,06;28,98;;;Varna;43,21;27,91;12 C. 1270;02/13/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5436;Bursa;reft memleket, 23 Ş. 1260;Tatavla;41,06;28,98;;;Bursa;40,18;29,06;23 Ş. 1260;10/30/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5437;Pınarhisar;reft vilayet, 11 C. 1260;Tatavla;41,06;28,98;;;Pınarhisar;41,63;27,52;11 C. 1260;06/24/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5446;Bursa;reft vilayet, 16 L. 1262;Tatavla;41,06;28,98;;;Bursa;40,18;29,06;16 L. 1262;10/10/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5451;Asitane;Tekfurdağı, 23 C. 1262;Tatavla;41,06;28,98;;;Tekfurdağı;40,98;27,51;23 C. 1262;07/30/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5455;Pınarhisar;"reft vilayet, 15 B. 1269; amed, 24 Ca. 1271";Tatavla;41,06;28,98;;;Pınarhisar;41,63;27,52;15 B. 1269;05/20/1853;Tatavla;41,06;28,98;24 Ca. 1271;02/24/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5457;Bursalı;reft vilayet, 27.Ş.1268;Tatavla;41,06;28,98;;;Bursa;40,18;29,06;27.Ş.1268;06/07/1852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5458;Bursalı;reft vilayet, 16 L. 1262;Tatavla;41,06;28,98;;;Bursa;40,18;29,06;16 L. 1262;10/23/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5459;Keşan;Marulya, 25 Z. 1261;Tatavla;41,06;28,98;;;Marulya;40,85;22,93;25 Z. 1261;12/28/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5461;Maroliya ?;reft vilayet, 26.Za.1264;Tatavla;41,06;28,98;;;Maroliya;41,08;28,99;26.Za.1264;10/28/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5462;Keşan;reft vilayet, 20 M. 1264;Tatavla;41,06;28,98;;;Keşan;40,86;26,63;20 M. 1264;12/25/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5464;Kırkkilise;reft vilayet, 6 B. 1272;Tatavla;41,06;28,98;;;Kırkkilise;41,74;27,22;6 B. 1272;03/12/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5465;Şarköy;reft Hocabey, 24 R. 1264;Tatavla;41,06;28,98;;;Hocabey;45,42;28,05;24 R. 1264;03/30/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5468;Bursa;reft memleket, 17 Ş. 1266;Tatavla;41,06;28,98;;;Bursa;40,18;29,06;17 Ş. 1266;06/30/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5471;Ohri;reft vilayet, 1.Za.1267;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;1.Za.1267;08/28/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5475;Keşan;reft memleket, 29.Ra.1265;Tatavla;41,06;28,98;;;Keşan;40,86;26,63;29.Ra.1265;02/18/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5477;Kızanlık;reft memleket, 7 B. 1267;Tatavla;41,06;28,98;;;Kızanlık;42,62;25,39;7 B. 1267;05/11/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5478;Merzifon;reft memleket, 1.C.1267;Tatavla;41,06;28,98;;;Merzifon;40,87;35,46;1.C.1267;04/06/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5481;Bursa;Bursa, 24 L. 1267;Tatavla;41,06;28,98;;;Bursa;40,18;29,06;24 L. 1267;09/18/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5483;Kızanlık;reft memleket, 15 M. 1270;Tatavla;41,06;28,98;;;Kızanlık;42,62;25,39;15 M. 1270;10/20/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5485;Kızanlık;reft memleket, 7 B. 1271;Tatavla;41,06;28,98;;;Kızanlık;42,62;25,39;7 B. 1271;03/31/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5486;Bursü;reft memleket, 21.Ra.1271;Tatavla;41,06;28,98;;;Bursü;40,18;29,06;21.Ra.1271;12/31/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5491;Yenice ?;Varna, 24 L. 1270;Tatavla;41,06;28,98;;;Varna;43,21;27,91;24 L. 1270;07/30/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5507;Asitane;Silivri, 20.Za.1267;Tatavla;41,06;28,98;;;Silivri;41,07;28,25;20.Za.1267;09/20/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5509;Asitane;"Bartın, 26 B. 1260; Amed, 27 N. 1260";Tatavla;41,06;28,98;;;Bartın;41,63;32,34;26 B. 1260;07/07/1844;Tatavla;41,06;28,98;27 N. 1260;08/30/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5512;Asitane;"İzmid, 27 M. 1260; Amed, 11 B. 1260; İzmid, 27 R. 1262; Amed, 20 Ş. 1262";Tatavla;41,06;28,98;;;İzmid;40,77;29,93;27 M. 1260;01/31/1844;Tatavla;41,06;28,98;11 B. 1260;06/22/1844;İzmid;40,77;29,93;27 R. 1262;04/30/1846;Tatavla;41,06;28,98;20 Ş. 1262;07/30/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5524;Asitane;Silivri, 30 L. 1266;Tatavla;41,06;28,98;;;Silivri;41,07;28,25;30 L. 1266;08/30/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5525;Asitane;İstendil, 10.C.1267;Tatavla;41,06;28,98;;;İstendil;40,92;29,13;10.C.1267;04/10/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5530;Asitane;"Bursa, 7 Z. 1260; amed, 8 N. 1260";Tatavla;41,06;28,98;;;Bursa;40,18;29,06;7 Z. 1260;11/18/1844;Tatavla;41,06;28,98;8 N. 1260;07/12/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5540;Asitane;Vasilkoz, 16 B. 1263;Tatavla;41,06;28,98;;;Vasilkoz;41,08;28,99;16 B. 1263;06/30/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5545;Asitane;"reft Katırlı , 11.Za.1260; AmedŞod, 9.B.1261";Tatavla;41,06;28,98;;;Katırlı;40,18;29,06;11.Za.1260;09/21/1844;Tatavla;41,06;28,98;9.B.1261;06/19/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5550;Asitane;Silivri, Z.1266;Tatavla;41,06;28,98;;;Silivri;41,07;28,25;Z.1266;YYYY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5554;Asitane;Yalova, Ra.1272;Tatavla;41,06;28,98;;;Yalova;40,65;29,28;Ra.1272;MM/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5559;Asitane;"İzmir, 28.Ra.1263; amed, 3.Ca.1271";Tatavla;41,06;28,98;;;İzmir;38,42;27,14;28.Ra.1263;02/28/1847;Tatavla;41,06;28,98;3.Ca.1271;01/06/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5563;Asitane;Kudüsi Şerif, 20.R.1266;Tatavla;41,06;28,98;;;Kudüsi Şerif;31,77;35,22;20.R.1266;02/20/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5569;Asitane;Silivri, 7 Ş. 1261;Tatavla;41,06;28,98;;;Silivri;41,07;28,25;7 Ş. 1261;07/17/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5588;Asitane;İstendil, 9 Za. 1266;Tatavla;41,06;28,98;;;İstendil;40,92;29,13;9 Za. 1266;09/14/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5601;Asitane;"reft Dömeke, 6.N.1260; amed, 28.S.1261";Tatavla;41,06;28,98;;;Dömeke;39,22;22,73;6 N. 1260;08/15/1844;Tatavla;41,06;28,98;28 S. 1261;03/31/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5605;Asitane;"Kudüsi Şerif, 22 Ra. 1267; amedşod, 23 B. 1267";Tatavla;41,06;28,98;;;Kudüsi Şerif;31,77;35,22;22 Ra. 1267;01/30/1851;Tatavla;41,06;28,98;23 B. 1267;05/28/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5625;;İzmir, 17 Ş. 1267;Tatavla;41,06;28,98;;;İzmir;38,42;27,14;17 Ş. 1267;06/20/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5642;Asitane;Selanik, 6 R. 1268;Tatavla;41,06;28,98;;;Selanik;40,64;22,94;6 R. 1268;02/06/1852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5643;Asitane;"Silivri, 7.Ş.1261; Silivri, 27.R.1262";Tatavla;41,06;28,98;;;Silivri;41,07;28,25;7 Ş. 1261;07/10/1845;Silivri;41,07;28,25;27 R. 1262;04/30/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5647;Asitane;Silivri, 30 L. 1266;Tatavla;41,06;28,98;;;Silivri;41,07;28,25;30 L. 1266;09/04/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5651;Kesriye;reft vilayet, 9 S. 1264;Tatavla;41,06;28,98;;;Kesriye;40,52;21,27;9 S. 1264;01/10/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5658;Maydos;"Kalei Sultaniye, 24.Za.1260; Amed, 17.L.1262";Tatavla;41,06;28,98;;;Kalei Sultaniye;40,15;26,41;24 Za. 1260;11/05/1844;Tatavla;41,06;28,98;17 L. 1262;09/20/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5662;Asitane;İzmir, 1.Za.1261;Tatavla;41,06;28,98;;;İzmir;38,42;27,14;1 Za. 1261;11/12/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5664;Asitane;"Manisa, 8 Ca. 1263; Amed, 24 Ş. 1268";Tatavla;41,06;28,98;;;Manisa;38,61;27,43;8 Ca. 1263;03/10/1847;Tatavla;41,06;28,98;24 Ş. 1268;06/25/1852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5675;Asitane;"Tuzla, 17 B. 1261; amedşod, 4 B. 1262";Tatavla;41,06;28,98;;;Tuzla;40,87;29,31;17 B. 1261;06/21/1845;Tatavla;41,06;28,98;4 B. 1262;05/08/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5679;Maydos;"Kalei Sultani, 12 R. 1261; Amed, 7 Ca. 1262; Kalei Sultani, 16 M. 1267";Tatavla;41,06;28,98;;;Kalei Sultani;40,15;26,41;12 R. 1261;04/15/1845;Tatavla;41,06;28,98;7 Ca. 1262;03/10/1846;Kalei Sultani;40,15;26,41;16 M. 1267;12/20/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5685;Samako;reft vilayet, 14 L. 1267;Tatavla;41,06;28,98;;;Samako;40,85;22,58;14 L. 1267;08/18/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5724;Asitane;İzmir, 2 Ş. 1263;Tatavla;41,06;28,98;;;İzmir;38,42;27,14;2 Ş. 1263;07/16/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5725;Asitane;Dömeke, N.1260;Tatavla;41,06;28,98;;;Dömeke;39,22;22,73;N.1260;09/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5736;Sakız;"Gemlik, 3 B. 1261; Amed, 12 Z. 1266; Bursa, 12 Ca. 1266";Tatavla;41,06;28,98;;;Gemlik;40,43;29,16;3 B. 1261;06/17/1845;Tatavla;41,06;28,98;12 Z. 1266;10/15/1850;Bursa;40,18;29,06;12 Ca. 1266;04/01/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5737;Kıbrıs;"Silivri, 7.Ş.1261; Amed, 2.R.1262";Tatavla;41,06;28,98;;;Silivri;41,07;28,25;7.Ş.1261;07/16/1845;Tatavla;41,06;28,98;2.R.1262;03/28/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5743;Tekfurdağı;"İzmir, 6 Ş. 1261; Amed, 7 Z. 1262";Tatavla;41,06;28,98;;;İzmir;38,42;27,14;6 Ş. 1261;07/15/1845;Tatavla;41,06;28,98;7 Z. 1262;11/10/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5749;;Küplü, 5 Ca. 1261;Tatavla;41,06;28,98;;;Küplü;41,35;26,67;5 Ca. 1261;05/31/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5751;Asitane;İzmir, 29 Za. 1261;Tatavla;41,06;28,98;;;İzmir;38,42;27,14;29 Za. 1261;11/30/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5768;Sinob;Kudüsi Şerif, 29.Z.1270;Tatavla;41,06;28,98;;;Kudüsi Şerif;31,77;35,22;29.Z.1270;09/30/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5781;Sakız;reft vilayet, 23 Z. 1262;Tatavla;41,06;28,98;;;Sakız;38,37;26,14;23 Z. 1262;11/26/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
